Trajectory_ID,Environment,Initial_Altitude_km,Final_Altitude_km,Initial_Velocity_km_s,Final_Velocity_km_s,Fuel_Consumption_kg,Thrust_Used_kN,Delta_V_km_s,Radiation_Exposure_Sv,Navigation_Error_km,Collision_Risk,Action_Taken,Reward
Traj-0,Lunar Transfer,39062.61291009175,7277.435905569239,16.928975235719207,11.785041726673295,2858.9015374838614,73.34059449146072,9.19549635179041,2.6204228132090925,49.49526834435131,0.23290003432343376,Increase Velocity,47.63039795926176
Traj-1,Mars Transfer,54267.74423390281,19098.215404027906,1.0386755452329686,14.370546585288459,4220.821770427849,72.30089750001024,4.467046317117652,8.325544467161544,75.12368229456307,0.6163845001992265,Increase Velocity,-88.04306939449972
Traj-2,Interplanetary Travel,96812.96804266574,77178.04969304163,10.3916392916295,25.20258674925747,4604.23532143678,55.2043456872418,9.366904681400058,3.467270186830309,393.9542555901635,0.07484840741361876,Change Orientation,-16.550745828249646
Traj-3,Mars Transfer,6843.159845839441,84175.68804363323,7.378095101086856,20.124910670316787,2434.2586020849903,24.09255924715781,4.634968556295607,7.149146598971535,279.49478912330096,0.5089929496331433,Increase Velocity,66.27230931508802
Traj-4,Mars Transfer,64902.137143719134,61845.919701621366,29.16534490886268,2.7182051195920987,3202.043629705691,25.37038075121455,2.050504696939161,5.399838981047508,410.81449529283117,0.3874313013446866,Course Correction,95.97191879469474
Traj-5,Geostationary Orbit,7595.721172971734,64513.4323290557,22.09002726752939,28.770526762368956,24.87085260383143,38.28627966949429,1.5224207072026288,5.419818582133753,92.37206745299181,0.5325292987476488,Change Orientation,39.31172262282405
Traj-6,Interplanetary Travel,37671.799060956735,3028.0775482617873,11.139948033404893,5.285739870871215,1273.5843044918142,14.50121673962853,9.938180012220093,8.58141431749241,15.30738235316842,0.32044062313889543,Adjust Thrust,-60.546871901463575
Traj-7,Interplanetary Travel,80420.69161030599,82887.31990623455,3.692507509387995,22.621470600325182,1400.7733976972595,33.76557131909236,3.345287988130963,4.709340214986397,80.97087733558934,0.5703209209248111,Course Correction,14.214708225945216
Traj-8,Interplanetary Travel,43460.52882901231,78869.8657754488,15.987217246028097,19.4479593824158,476.5301281556097,68.43546012483125,1.608929722922701,8.457539346103362,226.28502264150956,0.08181854437458436,Decrease Velocity,12.102584776081457
Traj-9,Mars Transfer,99718.79891951445,26051.707381514047,7.1899885584552266,6.438313390450265,1405.6781166513135,83.08452800594213,0.09400022459861408,3.6406340120953784,261.6463778049508,0.3761589561093618,Decrease Velocity,93.15299177954475
Traj-10,Lunar Transfer,55994.1166376709,70925.93665255759,16.556456831052376,5.9512302072784395,1612.3989449601142,33.258229049336144,2.8628399696309277,1.7560815952184075,428.85056102633337,0.23749860824613556,Course Correction,68.0373420096808
Traj-11,Interplanetary Travel,32251.98283306816,21642.48972121481,25.22550827118788,26.23950021743607,4844.142537445285,23.359025825436397,8.892270274589364,4.560219002789585,358.1002649260318,0.4380897132551471,Hold Position,-90.19770610774987
Traj-12,Asteroid Belt,22167.11032529436,4224.9500729409965,18.857984010940175,13.171152781488317,3346.32587899858,83.26425783351343,5.344753113566243,4.988574255956451,495.1953202645398,0.3983361069397916,Increase Velocity,-55.981361106079255
Traj-13,Mars Transfer,35181.94932175895,20273.426950519653,19.379864166805064,19.982718911050018,2135.765346287558,89.07040273859212,6.3280261647342995,4.789048144401536,39.359795687681945,0.6311836617166914,Increase Velocity,68.38478396716289
Traj-14,Geostationary Orbit,37378.82072120317,18027.16190007909,16.689878382821533,15.618059111843523,4940.391758870592,41.00215233120643,9.224687127866424,8.08522081467403,65.11053626996066,0.6287577281595401,Increase Velocity,94.49440499622631
Traj-15,Lunar Transfer,7057.625036851306,33907.25007413775,27.890703346310865,22.093251995202827,774.6292779707098,2.690415384963385,5.133270781889222,5.65114262518637,42.17779691028484,0.41336474742866736,Decrease Velocity,-41.06555903327778
Traj-16,Asteroid Belt,37083.50510279196,41961.25981811072,28.025177848197497,14.898028876140586,2385.495457713118,69.4961620894152,8.38441566006762,8.88555627687044,269.2290232890689,0.18162315699654563,Course Correction,38.14576340013204
Traj-17,Asteroid Belt,46531.00426997465,50952.18137147125,15.868972831133012,9.334017542411484,3238.8404131747566,78.40332361831295,3.2450944479827726,5.146713094210262,133.430385403163,0.5819136486070244,Increase Velocity,-38.43963088004014
Traj-18,Geostationary Orbit,72329.2276734327,47780.03677573115,9.867025127161629,11.538117758898396,287.3473660755443,1.802425316444023,9.771247609783787,2.2549036779912224,341.8164700485524,0.9665153699888054,Hold Position,-91.78063916545842
Traj-19,Lunar Transfer,65741.60257521647,27213.325675335876,14.328023170503872,25.913253139059936,3587.824301834763,59.503085334151315,0.7973505963893994,1.3036634442248989,66.34544422832766,0.18544272438823617,Change Orientation,65.89608343446963
Traj-20,Mars Transfer,70934.8123918696,3111.2327236926317,6.410179453672855,14.573006094759084,508.33809108072955,58.836875824417504,7.251046959877513,8.684944581236763,51.59569978106315,0.06905917896461522,Decrease Velocity,47.76991700161483
Traj-21,Low Earth Orbit,1034.6954513103383,60589.14189926764,19.45398514422459,7.1900306350936685,710.008719912388,37.8707908747914,6.609057204735341,0.5711662610330951,230.0827349964739,0.26456118549202656,Hold Position,-89.33934955942344
Traj-22,Lunar Transfer,21923.206478137497,39695.33401876596,15.502677737684763,28.103556254240345,806.8506671857995,74.97673258508377,1.9247983434496612,1.1849200230784251,187.94917663166194,0.41292033473426015,Course Correction,-70.90756825674285
Traj-23,Geostationary Orbit,66236.09198230568,30007.48130727746,3.995713856585117,24.10141323845293,4645.160235011033,42.81790381143607,3.8945515484768944,0.6459486039872343,414.5824579975495,0.30618842182011763,Hold Position,99.90656420032607
Traj-24,Asteroid Belt,48502.13894433877,86720.71607448513,6.731785652468845,2.6143182356297747,3419.345370239457,67.6775951791364,3.135162876602294,4.243104629846385,418.7770375214993,0.8347097094826742,Course Correction,30.152258466594674
Traj-25,Mars Transfer,730.2848717009255,74724.98211825635,14.909326729786278,29.969345897435016,3280.5832305044896,51.711730463515195,0.9539837546416288,5.330830007771999,58.71433393673758,0.49302767248707813,Course Correction,60.08616149637797
Traj-26,Lunar Transfer,80488.56531469586,85805.00172756973,26.74008073084689,21.152874196762966,2781.912547360311,24.84646047028439,5.852032349278904,0.20854856291578133,406.16138992102276,0.24612788165929822,Course Correction,-22.27494968741786
Traj-27,Low Earth Orbit,77326.39541437567,49599.282912303606,17.425330898301826,5.647731372177021,1471.101933488563,60.650086301013175,9.936761757196003,5.160705807247127,282.08249118931053,0.9501990568959998,Adjust Thrust,3.6493345500802548
Traj-28,Low Earth Orbit,54932.23246675755,13266.938962252392,20.764515006045652,7.8778627576592966,3108.2396259507636,73.69084948458416,5.600285529123359,3.943657118193354,251.77913693835004,0.12506281972124988,Change Orientation,23.976328884868963
Traj-29,Interplanetary Travel,6833.039912471958,69682.89932490299,10.831827942573382,21.08091895600486,2056.647102244313,97.39056734370037,5.457146469724826,7.738715372734422,47.38168812230737,0.12291144187804359,Hold Position,61.20411700594016
Traj-30,Interplanetary Travel,76698.20194335195,20766.16323773009,17.570930398282794,23.61307060309454,735.6265889621483,38.01089468024135,0.4127339364719376,8.30126665124477,369.81538449729186,0.2452848592095742,Adjust Thrust,-32.218718672243796
Traj-31,Geostationary Orbit,58454.61605559012,44234.72097535334,13.974014856503954,7.9320423513443785,3451.090478735388,6.44725446663511,1.4008100314032677,6.852824689498192,29.816891198698016,0.07677212165325042,Hold Position,34.452558683268364
Traj-32,Lunar Transfer,78239.60572036433,6687.078737099072,20.114767466071658,8.452096763078853,656.6150179703144,98.79712212213518,5.137058700131587,4.740220397813073,138.84588482479998,0.751652684629813,Increase Velocity,55.13156256957572
Traj-33,Lunar Transfer,75224.34984110488,82565.77856181364,2.466691416291301,9.906500151289764,961.4362192956544,62.38066594255363,9.851933856198873,2.169324464469461,47.715767382011556,0.31281083417663824,Hold Position,61.02651298627356
Traj-34,Asteroid Belt,80339.60678139214,12768.875976540558,15.305706270929814,18.342532580262464,4090.3195661195537,94.64504581607692,8.76731127726397,8.472677524352576,265.38380492046184,0.7298379919063374,Adjust Thrust,-0.15176948856776562
Traj-35,Asteroid Belt,51897.20502718156,90329.1312035211,9.583786129175042,5.982669170737031,3303.9843096645186,10.382708601111934,3.408689122517943,3.423274709043724,322.61502935479615,0.7627374676970475,Adjust Thrust,-5.327237118470293
Traj-36,Asteroid Belt,14204.386915712796,86450.2141057034,10.459366777059369,4.023052767658548,3158.6458595260756,34.20338398704577,5.434612499738994,3.5693559530775425,445.4275732402124,0.2375185507486287,Decrease Velocity,-79.09343384980028
Traj-37,Interplanetary Travel,67181.51584329293,46565.35989103676,28.86660551518378,20.687058583479892,2096.831893870193,13.39366988727243,5.531495200318825,9.160955356398578,366.93596049813175,0.5183636387374841,Course Correction,-0.4549878368649729
Traj-38,Lunar Transfer,62123.283748186666,74487.94678953827,6.2981495686301,23.593840254001933,1987.439786014462,83.55101545820595,6.85675252149421,9.75621658342315,480.5521994568834,0.519592176221145,Adjust Thrust,40.386686598106934
Traj-39,Lunar Transfer,74276.86808246889,62020.6183670517,10.02611232477931,15.526952728078658,3454.410419835152,88.03427414293161,6.880942591978994,8.982328254281196,380.4749164422226,0.8713644123370684,Course Correction,84.11759742861739
Traj-40,Low Earth Orbit,17154.124403863385,80346.94910530694,15.786884696195282,11.551148597783175,3702.627637659138,50.13116998750205,7.900026958975877,9.9823648883752,149.03655164622586,0.02563085000313603,Change Orientation,-74.96008296048468
Traj-41,Interplanetary Travel,19658.524950048864,43294.14905843402,26.027781496339085,13.529238692267816,2555.9638797979096,18.660621766203043,0.25946053814842707,8.69039935057576,273.7924052815828,0.3168003436488117,Adjust Thrust,93.77706032648891
Traj-42,Mars Transfer,89062.86981848898,78623.68672758613,13.083432412984743,12.263827182286605,4846.653529299146,12.711896903970853,9.437365104468084,7.0465316010246175,228.96981966000791,0.8824893803470213,Decrease Velocity,-53.185522775626424
Traj-43,Interplanetary Travel,75047.78428551667,46353.19034310176,22.57209314575696,28.83956233889258,4778.940799005171,58.81641100802067,0.7099198394325734,2.945255801719014,282.9843618186722,0.23680322271664744,Decrease Velocity,-64.82681516661945
Traj-44,Mars Transfer,90841.20317229223,94108.38562671082,25.834848848229267,23.274607251355068,2068.0231551636657,50.63763245853006,4.76683951365463,9.530040918509764,286.0446697061962,0.13687998974645432,Increase Velocity,-77.09646421980052
Traj-45,Low Earth Orbit,75919.78905215929,48739.93566234973,9.99047431883362,7.034529230653198,4104.905048872936,69.47891023676675,9.196596970826837,8.767502047821399,351.0505427345131,0.5761390949505701,Adjust Thrust,98.02728801505137
Traj-46,Geostationary Orbit,59796.099537832124,46369.40333898621,12.389755322622587,12.141485409565423,2720.9065295760925,30.52072626199912,4.881811604018487,2.4150604562323754,41.521907322782155,0.305876761931008,Change Orientation,12.203702533750473
Traj-47,Lunar Transfer,65482.44715538179,78550.17178403857,11.340130486962332,16.776356449530184,2563.661878910301,40.23679950243623,0.6457319739888372,4.896733107685851,373.37256444087564,0.46729449326979833,Course Correction,-45.880004333294536
Traj-48,Low Earth Orbit,88934.96680921299,82193.45363773163,25.15281844991971,18.776589999846966,284.27066627947266,2.1361073851157375,2.3001077979212723,0.7098560496492459,71.87180661662862,0.8200127656447366,Hold Position,-36.49316229361723
Traj-49,Lunar Transfer,57964.914100291666,55538.01360925284,2.2860589966544334,14.577332984834246,2874.133805236868,61.01430450755289,5.790880886130543,9.5335555440395,13.103652460007776,0.5206969750830628,Hold Position,90.05423539590308
Traj-50,Asteroid Belt,63312.654167973065,18143.821786808523,9.944211576031721,24.493672415346815,4503.883873510192,42.314352134647784,0.887737562810701,5.731955593937345,259.4527709807311,0.515889782660372,Hold Position,79.99369288308858
Traj-51,Geostationary Orbit,15816.376257159338,46882.27144956643,20.702848170258765,23.26057456428872,3902.8679074835095,91.97646338134479,4.242542530862791,2.4595534538223722,290.7384803310984,0.2781826756953911,Hold Position,-30.003283607389335
Traj-52,Geostationary Orbit,47497.33776758705,96813.6357903859,17.397861487394938,15.649579640216835,3933.7225520493175,64.17862977048048,3.2976417292521347,2.931069143102518,17.425535058514463,0.7928655644774464,Adjust Thrust,-87.28290917029811
Traj-53,Low Earth Orbit,71696.43177341827,75348.02206531068,13.652391419517134,25.778452216670182,808.0459024959328,39.86944914496938,8.153924201964152,9.806757162572298,257.68555739001147,0.7398146240479344,Increase Velocity,66.70448141837522
Traj-54,Geostationary Orbit,27240.081291973267,81154.0278671374,16.658498589420148,22.781596382829193,1798.6627411964826,26.358918087335038,1.1102180639711376,6.159986775123935,267.28510418273584,0.23412051465857975,Decrease Velocity,82.88442493602716
Traj-55,Mars Transfer,20384.967216348585,3475.9847821601647,6.72995298902123,23.578873612898654,1173.6925340846767,90.52849426076388,6.831156517086275,4.212624409822973,26.247450632490565,0.3200045197121383,Hold Position,67.50666372406397
Traj-56,Geostationary Orbit,31519.915460796674,46892.374370889156,13.490782026632301,28.73562260356908,1586.4172594536233,1.6265074117443268,4.071824818050332,5.003456163237526,355.792642557338,0.7886281929915411,Adjust Thrust,82.59585564577293
Traj-57,Lunar Transfer,24301.762673684778,64732.789139024026,15.549386541114123,8.727541295066878,2901.9013240336894,32.69124672523922,5.881629297918563,0.9945152230496602,105.14485089219366,0.35771780182508994,Increase Velocity,15.180406196539337
Traj-58,Lunar Transfer,21648.281176232307,83037.26182608186,27.13448453668345,8.761796708638627,1830.271228717537,94.3505583788035,2.0632624014862415,0.7594773731280313,397.22960691264797,0.40355961589309886,Change Orientation,67.93177121849737
Traj-59,Lunar Transfer,42600.11411823508,5117.510627560593,8.564219721315315,26.779615415028562,2807.8821091466875,65.40330069815741,6.100939810768638,5.931150355570845,155.41106489994598,0.36441227125565245,Hold Position,88.782380029714
Traj-60,Lunar Transfer,90802.28368557671,85273.40078705894,26.167026562783043,23.394564828184706,2198.1212288901393,53.27190712832991,6.743037496886966,5.1249203240387615,238.94626573210843,0.16163252651784366,Course Correction,77.98064713592754
Traj-61,Mars Transfer,50804.55274452409,54930.41348684279,19.683000623953475,27.869820701633195,1440.211636664141,20.353471792042743,0.7116133309641676,3.597940381121377,445.9254397094335,0.34089653508290796,Change Orientation,17.435230482005082
Traj-62,Interplanetary Travel,18954.45400536924,19891.93426349078,1.5898841009604285,2.830774649409139,486.0631366837415,83.3374774254387,8.24519923315354,5.665478385588532,403.0897334262738,0.8029353031038082,Change Orientation,49.30620399890287
Traj-63,Asteroid Belt,7881.772604211233,31862.07060168006,22.014308770082415,19.2049552405863,4460.273902150465,20.41990625927761,8.61392858775353,0.7360327348773509,390.9317892927276,0.49107535437708927,Hold Position,44.26059074789532
Traj-64,Low Earth Orbit,69676.38328476493,28336.569264805763,2.0310044489225976,5.194221805579976,66.75309636319685,24.825353152124997,0.6449050162711192,9.440471802601147,80.21709880771077,0.45821748327596956,Course Correction,60.592926992199125
Traj-65,Lunar Transfer,38403.316690751504,53179.731621989886,29.924052677600578,15.613018750484896,18.24591582843611,19.185114287185524,6.035843006091884,2.944179760964376,24.0711933498044,0.15635117627582973,Adjust Thrust,-54.23005152838325
Traj-66,Geostationary Orbit,82218.72846921886,5358.230855130956,26.306463943044736,5.516661023749883,4135.720721420094,15.814946056952195,5.944174854752547,0.7270701188132689,302.87947534030206,0.17756983853052843,Course Correction,-99.56437842188441
Traj-67,Lunar Transfer,66019.17471034886,16021.908618292367,9.622968678661325,4.714276760561499,4984.086592225692,95.33124959788029,0.13445953456574877,1.7033476830152996,205.34582124442392,0.04295016435011911,Increase Velocity,1.97991906905024
Traj-68,Geostationary Orbit,79664.89676402858,81306.76572890309,8.464925675704457,1.3528820160789614,3638.2431102911446,60.20315961413084,3.4300406754199537,0.9637844056803434,454.538638215237,0.013955531523223708,Change Orientation,53.11017129366601
Traj-69,Asteroid Belt,27340.214733961184,13433.878276531745,12.061791381062658,19.276925559104228,86.21645193379484,63.7837132010094,9.689568569310339,1.7942589985532156,174.79663178155096,0.48801403807288213,Hold Position,-74.97551554582284
